id,long,lat,facility,type,ownership,status,ward_code,ward_name,lga_code,lga_name
427,7.39443,10.47724,Mio Prince Nursing And Maternity Home,Others,Private,Unknown,KD0208,Nassarawa,19002,Chikun
428,8.322661,10.898786,Jenau Health Clinic,Primary,Public,Functional,KD1501,Anchau,19015,Kubau
429,8.44248,10.09127,Rahusa Maternity Clinic,Others,Private,Unknown,KD1405,Geshere,19014,Kauru
430,7.697885,9.440465,Pankore Health Clinic,Primary,Public,Functional,KD1110,Kushe,19011,Kagarko
431,7.578539,10.928119,Dinki Dispensary,Primary,Public,Functional,KD0406,Kerawa,19004,Igabi
432,8.03829,9.31364,Kogi Maternity Home,Primary,Public,Unknown,KD0703,Barde,19007,Jema'A
433,8.038542,9.838116,Kurmin Baba Basic Health Clinic,Primary,Public,Functional,KD0807,Gumel,19008,Kachia
434,7.888597,10.74167,Tama A Dispensary Clinic,Primary,Public,Functional,KD2102,Gamagira,19021,Soba
435,7.9368935,9.469582209,Health Clinic Ungwan Fari,Primary,Others,Functional,KD1109,Kurmin Jibrin,19011,Kagarko
436,7.201336,11.163676,Yalwan Nuhu South Health Post,Primary,Public,Functional,KD0305,Idasu,19003,Giwa
437,7.394648,10.497557,Al Amin Hospital,Primary,Public,Unknown,KD1011,Sabon Gari West,19010,Kaduna South
438,7.706841,11.136207,Maraba Clinic,Primary,Public,Unknown,KD1905,Hanwa,19019,Sabon Gari
439,7.503873,11.094148,Karau Karau Health Clinic,Primary,Public,Functional,KD0310,Wazata,19003,Giwa
440,6.77563,11.04717,Dariya Clinic And Maternity,Others,Private,Unknown,KD0105,Magajin Gari 3,19001,Birnin Gwari
441,8.053283691,11.36352539,Bakutaje Health Clinic,Primary,State Ministry Of Health,Unknown,KD1806,Gwanki,19018,Makarfi
442,7.528137,11.01525,Kwaba Health Clinic,Primary,Public,Functional,KD2301,Dutsen Abba,19023,Zaria
443,7.755998,11.113544,Kakiyayi Health Clinic,Primary,Public,Functional,KD2302,Dambo,19023,Zaria
444,7.95209,9.90032,Unguwan Ate Health Clinic,Primary,Public,Unknown,KD0808,Kachia,19008,Kachia
445,8.25595,9.701584,Zitti Health Clinic,Primary,Public,Functional,KD2205,Madakiya,19022,Zangon Kataf
446,8.181885,9.905518,Kamuru Primary Health Clinic,Primary,State Primary HealthCare Development Agency,Unknown,KD2203,Ikulu,19022,Zangon Kataf
447,7.401586,10.532826,Askolaye Primary Health Center,Primary,Public,Unknown,KD1013,Unguwan Sanusi,19010,Kaduna South
448,7.757563232,11.33397987,Nassarawa Health Clinic,Primary,State Ministry Of Health,Unknown,KD1606,Kudan,19016,Kudan
449,7.836785345,11.23973935,Primary Health Center Dandamisa,Primary,Others,Functional,KD1801,Dan Damisa,19018,Makarfi
450,7.978917,9.850515,Kauna K Clinicand Maternity Home,Primary,Public,Unknown,KD0807,Gumel,19008,Kachia
451,8.23404,10.741886,Zuntu Primary Health Center,Primary,Public,Unknown,KD1511,Zuntu,19015,Kubau
452,7.435706678,10.51558234,Jos Road Primary Health Center,Unknown,Unknown,Functional,KD0908,Shaba,19009,Kaduna North
453,7.972538,11.313134,Angwan Kwalo Gabas2 Health Post,Primary,Public,Functional,KD1808,Meyari,19018,Makarfi
454,8.363034,11.216555,Saya Saya Health Center,Primary,Public,Functional,KD0510,Saya Saya,19005,Ikara
455,8.189549,9.8034464,Health Clinic Kamuru Duste,Unknown,Others,Unknown,KD2210,Zonkwa,19022,Zangon Kataf
456,7.664983,10.936772,Kigo Primary Health Care,Primary,Public,Functional,KD0412,Zangon Aya,19004,Igabi
457,6.71309,10.83862,Layin Mai Gwari Health Center,Primary,State Primary HealthCare Development Agency,Unknown,KD0101,Gayam,19001,Birnin Gwari
458,7.95191,9.44193,Gidan Kundi Health Clinic,Primary,Public,Functional,KD0603,Dura Bitaro,19006,Jaba
459,7.3616156,10.5443889,Miyetti Allah Primary Health Center,Unknown,Unknown,Functional,KD0409,Rigasa,19004,Igabi
460,8.230896667,11.17341167,Malikanchi Primary Health Center,Unknown,Unknown,Functional,KD0502,Ikara,19005,Ikara
461,6.426417,10.663637,Rimi Clinic,Primary,Public,Unknown,KD0104,Magajin Gari 2,19001,Birnin Gwari
462,7.414233,10.463265,Senda Poly Hospital,Primary,Public,Unknown,KD1004,Kakuri Hausa,19010,Kaduna South
463,8.0047,11.37918,Nursing Home Mariam,Others,Private,Unknown,KD0508,Rumi,19005,Ikara
464,7.715952014,10.39915364,Kauna Clinic,Primary,State Primary HealthCare Development Agency,Unknown,KD1206,Kasuwan Magani,19012,Kajuru
465,7.984703,9.764258,Allo Health Post,Primary,Public,Functional,KD0807,Gumel,19008,Kachia
466,7.56329,11.20173,Shika Maternity And Nursing Home,Others,Private,Unknown,KD0309,Shika,19003,Giwa
467,8.079113,9.561061,Karshe Health Clinic,Primary,Public,Functional,KD0602,Daddu,19006,Jaba
468,8.4721,10.230525,Aniraggu Medical Center Bundu Kahugu,Primary,Public,Unknown,KD1704,Gure Kahugu,19017,Lere
469,7.4085646,10.5041918,Tbl Health Center,Unknown,Unknown,Functional,KD1010,Tudun Wada South,19010,Kaduna South
470,7.22836,11.180424,Idasu Health Post,Primary,Public,Functional,KD0305,Idasu,19003,Giwa
471,7.482147,10.720481,Rinji Primary Health Care,Primary,Public,Functional,KD0410,Sabon Birnin,19004,Igabi
472,7.257617,9.331866,Unity Clinic,Primary,Public,Unknown,KD1102,Iddah,19011,Kagarko
473,8.384175,10.211051,Fadan Koni Health Clinic,Primary,Public,Functional,KD1405,Geshere,19014,Kauru
474,8.571307,10.384371,Lere Health Facility,Primary,Public,Functional,KD1708,Lere,19017,Lere
475,8.187073,9.746887,Zoton Kan Gurara Health Clinic,Primary,State Ministry Of Health,Unknown,KD2201,Gidan Jatau,19022,Zangon Kataf
476,8.560879,9.476813,Nasara Clinic Gimi,Primary,Public,Unknown,KD2006,Karshi,19020,Sanga
477,8.210737,11.27465,Godiya Clinic And Maternity Center,Primary,Public,Unknown,KD0504,Kurmin Kogi,19005,Ikara
478,7.443452,9.899529,Inlowo Health Clinic,Primary,Public,Functional,KD0805,Dokwa,19008,Kachia
479,7.319846,10.485731,Layi Health Dispensary,Primary,Public,Functional,KD0203,Kakau,19002,Chikun
480,7.934484,11.328905,Gimi Gari Health Clinic,Primary,Public,Functional,KD1804,Gimi,19018,Makarfi
481,7.74321,11.09036,Anguwan Mal Sule Primary Health Center,Primary,Public,Unknown,KD1907,Jushi,19019,Sabon Gari
482,8.023592,10.835915,Garu Health Facility,Primary,Public,Unknown,KD2103,Garu,19021,Soba
483,7.638295,10.477357,Bennatu Taimako Clinic And Nursing Home,Tertiary,Private,Unknown,KD0204,Kujama,19002,Chikun
484,7.442523,10.57482,Dayo Clinic And Mat,Primary,Public,Unknown,KD0903,Hayin Banki,19009,Kaduna North
485,8.324694,9.60779,Zakwa Health Clinic,Primary,Public,Functional,KD1307,Kukum,19013,Kaura
486,8.045157,9.695928,Mabarak Clinic,Primary,Public,Unknown,KD0806,Gidan Tagwai,19008,Kachia
487,6.900353,11.05466,Magajin Gari 3 Primary Health Center,Primary,Public,Unknown,KD0105,Magajin Gari 3,19001,Birnin Gwari
488,7.606046,11.175473,Ahmadu Bello University Teaching Hospital Shika,Primary,Public,Functional,KD0309,Shika,19003,Giwa
489,7.40853,10.502779,Zango Road Primary Health Center,Primary,Public,Functional,KD1010,Tudun Wada South,19010,Kaduna South
490,7.7360282,11.1101813,Unguwan Jabba Primary Health Center,Unknown,Unknown,Functional,KD1910,Unguwar Gabas,19019,Sabon Gari
491,6.756377,10.928996,Maganda Primary Health Care,Primary,Public,Functional,KD0105,Magajin Gari 3,19001,Birnin Gwari
492,8.35542,9.43454,Kawa Medical Center Godo Godo,Others,Private,Unknown,KD0705,Godogodo,19007,Jema'A
493,7.790961239,11.29333669,Mahuta Health Clinic,Primary,State Ministry Of Health,Unknown,KD1609,Taba,19016,Kudan
494,8.389908,10.965806,Gidan Gata Health Clinic,Primary,Public,Functional,KD1501,Anchau,19015,Kubau
495,7.81491,9.44271,Amuan Clinic And Maternity,Others,Private,Unknown,KD1107,Katugal,19011,Kagarko
496,8.64801,9.99654,Kasakur Primary Health Center,Primary,State Primary HealthCare Development Agency,Unknown,KD1403,Damakasuwa,19014,Kauru
497,8.11415,9.57383,Unguwan Rana Bitaro Health Clinic,Primary,State Primary HealthCare Development Agency,Unknown,KD0602,Daddu,19006,Jaba
498,8.536462,10.106785,Warsa Amawa Clinic,Primary,Public,Functional,KD1703,Garu Mariri,19017,Lere
499,8.10036677,11.33731486,Fadamar Kale Health Center,Unknown,Unknown,Functional,KD0509,Saulawa,19005,Ikara
500,7.872772,10.243442,Kurmin Idon Primary Health Care,Primary,Public,Unknown,KD1201,Afogo,19012,Kajuru
501,7.728993,11.045902,Kaku Primary Health Center,Primary,Public,Functional,KD2303,Gyellesu,19023,Zaria
502,7.46551,11.25223,Vital Registration Department Office Giwa,Unknown,Unknown,Unknown,KD0304,Giwa,19003,Giwa
503,7.75465,11.08093,Dakace Primary Health Center,Primary,State Primary HealthCare Development Agency,Functional,KD2302,Dambo,19023,Zaria
504,7.420287,10.547052,Premier Eye Hospital,Tertiary,Private,Functional,KD0912,Unguwar Shanu,19009,Kaduna North
505,8.107637317,9.344074236,Health Clinic Ankung B,Unknown,Others,Unknown,KD0703,Barde,19007,Jema'A
506,7.736414,10.031954,Chibiya Health Clinic,Primary,Public,Functional,KD1208,Maro,19012,Kajuru
507,7.651141618,11.23199412,Health Clinic Jaja,Primary,Others,Functional,KD1608,Sabon Garin,19016,Kudan
508,7.805663,9.779411,Akwando Health Post,Primary,Public,Functional,KD0803,Awon,19008,Kachia
509,7.904208333,11.24621667,Nassarawan Doya Primary Health Center,Unknown,Unknown,Functional,KD1809,Nasarawa Wandoya,19018,Makarfi
510,7.897922,9.406236,Shadalafiya Primary Health Center,Primary,Public,Functional,KD1109,Kurmin Jibrin,19011,Kagarko
511,7.995934,11.297226,Dan Kwaire Health Post,Primary,Public,Functional,KD1808,Meyari,19018,Makarfi
512,8.506708,9.082036,Ninzo West Health Center,Primary,Public,Unknown,KD2010,Ninzo West,19020,Sanga
513,7.394384,10.534076,Taro Taro Primary Health Center,Primary,Public,Functional,KD0409,Rigasa,19004,Igabi
514,7.72133,11.305871,Zabi Health Post,Primary,Public,Functional,KD1610,Zabi,19016,Kudan
515,8.290903,9.595315,Throne Room Hospital,Primary,Public,Unknown,KD0708,Kafanchan B,19007,Jema'A
516,8.29186,11.12612,Bakula Health Care,Primary,State Primary HealthCare Development Agency,Unknown,KD0503,Jampalan,19005,Ikara
517,8.23522,9.34682,Alheri Clinic And Maternity,Primary,State Primary HealthCare Development Agency,Unknown,KD0706,Jagindi,19007,Jema'A
518,7.717548,11.074485,Jushi Health Clinic,Primary,Public,Functional,KD2306,Kwarbai A,19023,Zaria
519,6.114944,10.537595,Ukuga Health Post,Primary,Public,Functional,KD0106,Randagi,19001,Birnin Gwari
520,7.45005,11.315571,Giwa Model Primary Health Center,Primary,Public,Functional,KD0304,Giwa,19003,Giwa
521,8.679718,10.414479,Government Health Office,Others,Public,Functional,KD1711,Saminaka,19017,Lere
522,8.082393,11.39042,Gangarida Health Clinic,Primary,Public,Functional,KD0505,Kuya,19005,Ikara
523,7.748029,11.165953,Almajirai Health Clinic Marabar Gwanda,Primary,Public,Unknown,KD1911,Zabi,19019,Sabon Gari
524,7.9643266,9.8569865,Primary Health Center Awon,Primary,Others,Functional,KD0807,Gumel,19008,Kachia
525,7.43355,10.51692,Ema Hospital Kaduna,Others,Private,Unknown,KD0908,Shaba,19009,Kaduna North
526,8.3776283,9.7812517,Unguwan Juju Health Center,Unknown,Unknown,Functional,KD2206,Unguwar Gaya,19022,Zangon Kataf
527,8.058021,9.443457,Samban Loko Health Clinic,Primary,Public,Functional,KD0610,Samban,19006,Jaba
528,7.435207,9.572533,Jere North Primary Health Center,Primary,Public,Functional,KD1103,Jere North,19011,Kagarko
529,6.536377,10.665455,Al'umma Nursing Home And Maternityy,Primary,Public,Unknown,KD0104,Magajin Gari 2,19001,Birnin Gwari
530,7.801907,10.418906,Kallah Primary Health Center,Primary,Public,Functional,KD1205,Kallah,19012,Kajuru
531,7.42835,10.51008,Jode Hospital And Maternity,Others,Private,Unknown,KD0907,Sardauna,19009,Kaduna North
532,8.193366024,10.44791838,Kadage Health Clinic,Primary,State Ministry Of Health,Unknown,KD1404,Dawaki,19014,Kauru
533,8.476317,10.350784,Jingir Health Post,Primary,Public,Unknown,KD1709,Raminkura,19017,Lere
534,8.150695801,10.57891846,Alheri Clinic,Others,Private,Unknown,KD1408,Kauru West,19014,Kauru
535,8.217800606,10.78181112,Dankande Healthcare,Primary,Others,Functional,KD1511,Zuntu,19015,Kubau
536,7.743087,11.095801,Unguwan Kudu Primary Health Center,Primary,Public,Functional,KD1907,Jushi,19019,Sabon Gari
537,8.437214085,9.290459867,Aban Health Center,Primary,State Primary HealthCare Development Agency,Unknown,KD2002,Arak,19020,Sanga
538,7.699101,11.293547,Tashar Kade Primary Health Center,Primary,Public,Functional,KD1610,Zabi,19016,Kudan
539,7.398112,10.4601,Nassarawa Primary Health Center,Primary,Public,Unknown,KD0210,Sabon Gari Nassarawa,19002,Chikun
540,8.016479492,9.676513672,Tsauni Health Center,Others,Private,Unknown,KD0811,Kwaturu,19008,Kachia
541,7.434502,10.447234,Cocin Clinic And Maternity,Primary,NGO/Humanitarian,Unknown,KD0212,Yelwa,19002,Chikun
542,8.301609,9.781209,Zonkwa Medical Center,Primary,Public,Functional,KD2210,Zonkwa,19022,Zangon Kataf
543,7.435945,10.577924,Hayin Banki Health Care,Primary,Public,Functional,KD0903,Hayin Banki,19009,Kaduna North
544,7.586675,11.160337,Biye Health Clinic,Primary,Public,Functional,KD0308,Panhauya,19003,Giwa
545,8.107932,11.205658,Baptist Primary Health Care,Primary,Public,Unknown,KD0504,Kurmin Kogi,19005,Ikara
546,8.29819,9.56765,Pathfinder International,Tertiary,Private,Unknown,KD0712,Takau,19007,Jema'A
547,7.779581,10.970477,Angwar Bisa Primary Health Clinic,Primary,Public,Functional,KD2313,Wuciciri,19023,Zaria
548,8.490723,9.203918,Tattaura Health Clinic,Primary,State Primary HealthCare Development Agency,Functional,KD2010,Ninzo West,19020,Sanga
549,8.107604,11.206785,Kurmin Kogi Primary Health Center,Primary,Public,Functional,KD0504,Kurmin Kogi,19005,Ikara
550,7.85696,9.60382,Kasaru Health Clinic,Primary,State Primary HealthCare Development Agency,Functional,KD1101,Aribi,19011,Kagarko
551,8.477615,9.922049,Kurmi Ruwa Health,Others,Public,Functional,KD1401,Badurum,19014,Kauru
552,8.27744,10.99759,Dokan Toro Health Care,Primary,Public,Functional,KD1508,Mah,19015,Kubau
553,7.4326,10.514286,Jowako Specialist Hospital,Tertiary,Private,Functional,KD0908,Shaba,19009,Kaduna North
554,8.312873,11.104315,Gedege Primary Health Center,Primary,Public,Functional,KD1506,Kargi,19015,Kubau
555,8.274085,10.680239,Pambegua Primary Health Care,Primary,Public,Functional,KD1509,Pambegua,19015,Kubau
556,8.506029912,9.668357864,Bature Medical Center,Others,Private,Unknown,KD1309,Manchok,19013,Kaura
557,7.940033,11.024757,Adk Ultimate Medical Complex,Primary,Public,Unknown,KD2107,Maigana,19021,Soba
558,8.288659,11.161427,Janfalan Primary Health Clinic,Primary,Public,Unknown,KD0503,Jampalan,19005,Ikara
559,8.297724,9.5839094,Primary Health Center Kafanchan,Primary,Others,Functional,KD0708,Kafanchan B,19007,Jema'A
560,7.656383333,11.21055,Kwakwaren Manu Health Center,Unknown,Unknown,Functional,KD1608,Sabon Garin,19016,Kudan
561,8.394155,10.960982,Muhammad Ado Alheri Nursing Home Anchau,Primary,Public,Unknown,KD1501,Anchau,19015,Kubau
562,8.48804,9.65075,Antrung Health Clinic,Primary,State Primary HealthCare Development Agency,Functional,KD1305,Kaura,19013,Kaura
563,7.973167,9.362224,Indofa Health Clinic,Primary,Public,Functional,KD0606,Nduya,19006,Jaba
564,8.51528,9.21091,Ankara Health Clinic,Primary,State Primary HealthCare Development Agency,Functional,KD2007,Nandu,19020,Sanga
565,8.23213,9.34694,Sauki Clinic Maternity Home,Others,Private,Unknown,KD0706,Jagindi,19007,Jema'A
566,7.71813,11.06735,Institute Of Child Health,Unknown,Unknown,Unknown,KD2306,Kwarbai A,19023,Zaria
567,7.780343333,11.07600333,Dambo Health Center,Unknown,Unknown,Unknown,KD2302,Dambo,19023,Zaria
568,7.37805,11.13069,Anguwan B Primary Healthcare,Unknown,Unknown,Unknown,KD0311,Yakawada,19003,Giwa
569,7.847809,11.33089,Dan Ayamaka Health Clinic,Primary,Public,Functional,KD1802,Danguziri,19018,Makarfi
570,8.004293405,9.458851917,Anguwan Dan Ladi Zubairu Primary Health Center,Unknown,Unknown,Functional,KD0604,Fada,19006,Jaba
571,7.89489,9.62812,Model Primary Health Cre Center,Primary,State Primary HealthCare Development Agency,Unknown,KD1101,Aribi,19011,Kagarko
572,7.452268,11.022322,Kadage Health Clinic,Primary,Public,Functional,KD0310,Wazata,19003,Giwa
573,7.884831,11.038749,Bagaldi Health Clinic,Primary,Public,Functional,KD2104,Gimba,19021,Soba
574,7.647752,10.923691,Lamban Zango Primary Health Care,Primary,Public,Functional,KD0412,Zangon Aya,19004,Igabi
575,7.445335,10.450905,Dewas Specialist Hospital,Tertiary,Private,Unknown,KD0207,Narayi,19002,Chikun
576,8.576145464,10.17169313,Primary Health Center Garukurama,Primary,Others,Unknown,KD1703,Garu Mariri,19017,Lere
577,7.88055,9.46676,Katugal Community Health Clinic,Unknown,Unknown,Unknown,KD1107,Katugal,19011,Kagarko
578,7.405842,10.407636,Buwaya Clinic,Primary,Private,Functional,KD0203,Kakau,19002,Chikun
579,7.71424,10.364953,Dutsen Gaiya Health Clinic,Primary,Public,Functional,KD1206,Kasuwan Magani,19012,Kajuru
580,8.06486,9.71165,Dandan 1 Health Clinic,Primary,Public,Functional,KD0806,Gidan Tagwai,19008,Kachia
581,7.655485,11.017567,Fammadina Health Clinic,Primary,Public,Functional,KD2301,Dutsen Abba,19023,Zaria
582,7.96619,10.4262,Kwardum Dispensary,Primary,State Primary HealthCare Development Agency,Unknown,KD1205,Kallah,19012,Kajuru
583,7.591677,11.099037,Rafin Yashi Health Center,Primary,Public,Functional,KD0310,Wazata,19003,Giwa
584,7.77553,11.02494,Bogari Health Clinic,Primary,Public,Unknown,KD2313,Wuciciri,19023,Zaria
585,7.753195,11.068967,Nasara Clinic And Maternity Bizara,Primary,Public,Unknown,KD2302,Dambo,19023,Zaria
586,7.631966,10.476299,Ab Nasara Nursing Home And Maternity,Primary,Public,Unknown,KD0204,Kujama,19002,Chikun
587,7.16439,10.887522,Maidaro Health Clinic,Primary,Public,Functional,KD0307,Kidandan,19003,Giwa
588,7.452357,10.557443,Fomwon Hospital,Primary,Public,Unknown,KD0901,Badarawa,19009,Kaduna North
589,7.445854,10.464426,Family Hospital Narayi,Primary,Public,Unknown,KD0207,Narayi,19002,Chikun
590,7.4536918,9.6939061,Katari Primary Health Center,Unknown,Unknown,Functional,KD0809,Katari,19008,Kachia
591,7.720503,11.1139,Saâ idu Dange Railway Hospital,Primary,Public,Unknown,KD1903,Chikaji,19019,Sabon Gari
592,8.421754,9.934141,Kigudu Health Clinic,Primary,Public,Functional,KD2211,Zonzon,19022,Zangon Kataf
593,7.833232,10.938948,Matari Health Clinic,Primary,Public,Functional,KD2107,Maigana,19021,Soba
594,8.4367,10.9025,Damau Primary Health Center,Primary,Public,Functional,KD1502,Damau,19015,Kubau
595,7.284953,11.021555,Madugu Sarki Health Post,Others,Public,Functional,KD0302,Galadimawa,19003,Giwa
596,8.628878,9.81099,Sonny Health Clinic,Primary,Public,Unknown,KD1406,Kamaru,19014,Kauru
597,7.67926,11.110828,Gabari Primary Health Center,Primary,Public,Functional,KD2305,Kufena,19023,Zaria
598,7.463178825,10.48474204,Babban Saura Primary Health Center,Unknown,Unknown,Functional,KD0209,Rido,19002,Chikun
599,7.64802,11.260053,Hunkuyi General Hospital,Primary,Public,Functional,KD1603,Hunkuyi,19016,Kudan
600,7.74079,11.102277,Abdulrahman Clinic,Primary,Public,Unknown,KD1907,Jushi,19019,Sabon Gari
601,7.42404,10.5316,Gimo Maternity Buba Sauri Road Romi,Primary,Public,Unknown,KD0906,Maiburiji,19009,Kaduna North
602,7.665512,9.705874,Naka Clinic,Tertiary,Private,Unknown,KD0803,Awon,19008,Kachia
603,6.642158,10.769058,Girezin Primary Health Carep,Primary,Public,Functional,KD0101,Gayam,19001,Birnin Gwari
604,7.703761,11.11681,Hanwa Primary Health Center,Primary,Public,Functional,KD1905,Hanwa,19019,Sabon Gari
605,8.512096,9.668653,Monchok Primary Health Center,Primary,Public,Functional,KD1309,Manchok,19013,Kaura
606,8.47104,9.667217,Kaura Rural Hospital,Primary,Public,Functional,KD1305,Kaura,19013,Kaura
607,8.626709,9.210083,Yashi Madaki Primary Health Care Center,Primary,State Primary HealthCare Development Agency,Unknown,KD2003,Ayu,19020,Sanga
608,7.907755,11.407537,Dadinkowa Health Center,Primary,Public,Functional,KD1810,Tudun Wada,19018,Makarfi
609,7.477577,11.364977,Dundubus Health Clinic,Primary,Public,Functional,KD0303,Gangara,19003,Giwa
610,8.164476,9.617692,Aungwan Rimi Health Center,Primary,Public,Functional,KD2207,Unguwan Rimi,19022,Zangon Kataf
611,7.44213,10.57229,Ramat Hospital Hayin Banku Kaduna,Primary,Public,Unknown,KD0903,Hayin Banki,19009,Kaduna North
612,7.04509,11.068093,Kazagi Primary Health Center,Primary,Public,Unknown,KD0107,Damari,19001,Birnin Gwari
613,7.521578,10.335167,Kamkomi Dispensary Clinic,Others,Public,Functional,KD0203,Kakau,19002,Chikun
614,8.435687,9.726518,Nock Ashui Primary Health Center,Primary,Public,Functional,KD2206,Unguwar Gaya,19022,Zangon Kataf
615,7.438308,10.549394,Fasaha Dental Clinic,Tertiary,Private,Functional,KD0912,Unguwar Shanu,19009,Kaduna North
616,8.14497,10.574313,Kauru Primary Health Center,Primary,Public,Functional,KD1408,Kauru West,19014,Kauru
617,7.37849,10.48578,Kudendan Clinic,Unknown,Unknown,Unknown,KD0210,Sabon Gari Nassarawa,19002,Chikun
618,8.294223,9.78464,Jamaâ a Clinic Zonkwa,Primary,Public,Unknown,KD2210,Zonkwa,19022,Zangon Kataf
619,7.051697,11.17493,Kutemeshi Health Clinic,Primary,State Ministry Of Health,Unknown,KD0109,Kutemeshi,19001,Birnin Gwari
620,7.453548,11.179377,Turawa Primary Health Center,Primary,Public,Unknown,KD0306,Kakangi,19003,Giwa
621,8.665949,10.568825,Tabo Tabo Health Center,Primary,Public,Functional,KD1702,Dan Alhaji,19017,Lere
622,8.582275,10.16852,Garun Kurama Ecwa Health Clinic,Others,Missions/Religious,Unknown,KD1703,Garu Mariri,19017,Lere
623,7.456385,9.851239,Akil U Health Clinic,Primary,Public,Unknown,KD0805,Dokwa,19008,Kachia
624,7.45979,10.55089,Al Mansur Specialist Hospital,Tertiary,Private,Unknown,KD0901,Badarawa,19009,Kaduna North
625,7.917452,11.035975,Tudun Saibu Health Clinic,Primary,Public,Functional,KD2107,Maigana,19021,Soba
626,8.3909,9.65176,Mallagum 1 Health Clinic,Primary,Public,Functional,KD1308,Malagum,19013,Kaura
627,7.827228,11.193604,Kushigi Health Clinic,Primary,Public,Functional,KD1607,Likoro,19016,Kudan
628,8.067355,10.745299,Rahama Health Clinic,Primary,Public,Functional,KD2108,Rahama,19021,Soba
629,7.7068797,11.0632357,Kakaki Community Health Center,Unknown,Unknown,Functional,KD2306,Kwarbai A,19023,Zaria
630,7.42387,9.56341,Egonaton Maternity Home,Primary,Public,Unknown,KD1103,Jere North,19011,Kagarko
631,8.08206,11.44542,Maryam Clinic And Maternity Kuya,Others,Private,Unknown,KD0505,Kuya,19005,Ikara
632,7.889075,10.694483,Gamgira Primary Health Center,Primary,Public,Functional,KD2102,Gamagira,19021,Soba
633,7.93722,9.46266,St Michael Clinic,Unknown,Unknown,Unknown,KD1109,Kurmin Jibrin,19011,Kagarko
634,8.219248,10.904616,Kuli Health Post,Primary,Public,Functional,KD1503,Dutsen Wai,19015,Kubau
635,8.5764897,9.3994274,F Karshi Primary Health Center,Unknown,Unknown,Functional,KD2006,Karshi,19020,Sanga
636,7.954423,9.878908,Salama Maternity Clinic,Primary,Public,Unknown,KD0808,Kachia,19008,Kachia
637,8.069409,9.533625,Burwaye Health Post,Primary,Public,Functional,KD0601,Chori,19006,Jaba
638,8.375771,9.787863,Unguwan Gaiya Health Center,Primary,Public,Unknown,KD2206,Unguwar Gaya,19022,Zangon Kataf
639,8.276244,9.62225,Kurdan Health Clinic,Primary,Public,Functional,KD2201,Gidan Jatau,19022,Zangon Kataf
640,6.54829,10.66817,Kirazo,Others,Others,Unknown,KD0104,Magajin Gari 2,19001,Birnin Gwari
641,8.156871,10.576978,Hakuri Clinic And Maternity,Primary,Public,Unknown,KD1408,Kauru West,19014,Kauru
642,8.651994,9.37582,Kutal Health Clinic,Primary,Public,Functional,KD2001,Aboro,19020,Sanga
643,7.80814,11.130936,Farin Kasa Health Facility,Primary,Public,Functional,KD2109,Richifa,19021,Soba
644,8.528076,10.02728,Mariri Ecwa Health Clinic,Others,Missions/Religious,Unknown,KD1703,Garu Mariri,19017,Lere
645,8.05771,9.44067,Saban Primary Health Clinic,Unknown,Unknown,Unknown,KD0610,Samban,19006,Jaba
646,8.465642,10.226748,Matermal Child Healthcare Center,Primary,Public,Unknown,KD1704,Gure Kahugu,19017,Lere
647,7.452659,10.452762,Doctors Clinic,Primary,Public,Functional,KD0211,Sabon Tasha,19002,Chikun
648,7.88725,10.037344,Agunu Dutse Health Post,Primary,Public,Functional,KD0801,Agunu,19008,Kachia
649,8.529762,10.03192,Lafia Nursing Home Mariri,Primary,Public,Unknown,KD1703,Garu Mariri,19017,Lere
650,8.128432,9.552269,Daddu Primary Health Center,Primary,Public,Functional,KD0602,Daddu,19006,Jaba
651,8.021672,9.498373,Nok Primary Health Center,Primary,Public,Functional,KD0607,Nok,19006,Jaba
652,8.186299,9.569346,Katsit Daji Health Clinic,Primary,Public,Functional,KD2207,Unguwan Rimi,19022,Zangon Kataf
653,8.198796,10.849253,Minkaila Maternity And Nursing Home,Primary,Public,Unknown,KD1503,Dutsen Wai,19015,Kubau
654,7.427490234,11.35247803,Makaurata Health Clinic,Primary,State Ministry Of Health,Unknown,KD0303,Gangara,19003,Giwa
655,8.068315,11.075469,Rimi Nursing Home Turawa,Primary,Public,Unknown,KD2110,Turawa,19021,Soba
656,8.448697,9.338807,Arak Health Center,Primary,Public,Unknown,KD2002,Arak,19020,Sanga
657,8.486671,9.794157,Zamawon Health Clinic,Primary,Public,Functional,KD2208,Zaman Dabo,19022,Zangon Kataf
658,8.38251,10.32007,Gure Primary Health Center,Primary,Public,Functional,KD1704,Gure Kahugu,19017,Lere
659,7.81971,10.273325,Iburu Primary Health Center,Unknown,Unknown,Functional,KD1201,Afogo,19012,Kajuru
660,7.466893555,11.25314107,Giwa Primary Health Center,Primary,State Primary HealthCare Development Agency,Unknown,KD0304,Giwa,19003,Giwa
661,8.622717,10.499105,Galma Health Post,Primary,Public,Unknown,KD1705,Kayarda,19017,Lere
662,7.455704,10.385283,Kakau Daji Primary Health Center,Primary,Public,Functional,KD0203,Kakau,19002,Chikun
663,7.44117,10.5197,National Healthcare Center,Unknown,Unknown,Unknown,KD0904,Kabala,19009,Kaduna North
664,8.457244,9.813907,Zonzon Primary Health Clinic,Primary,Public,Unknown,KD2211,Zonzon,19022,Zangon Kataf
665,8.062564,10.681751,Dan Daura Primary Health Center,Primary,Public,Functional,KD1410,Makami,19014,Kauru
