FID,geom,geometry_type,latitude,longitude,global_id,name,alternate_name,functional_status,ri_service_status,type,ownership,ward_code,accessibility,cce_quantity,cce_availability,cce_last_updated,mnch2,mnch2_last_updated,ward_name,lga_code,lga_name,state_code,state_name
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f9d,POINT (7.2849109999560255 11.021580999847686),POINT,11.021580999847686,7.2849109999560255,1df99606-167b-4cb7-bac4-a41f6e73f153,Madugu Health Clinic,,Functional,Yes,Primary,Public,KD0302,,,Unknown,,,,Galadimawa,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f9c,POINT (7.322733556 11.059764760000002),POINT,11.059764760000002,7.322733556,0900a018-b2db-4d59-a350-e96efaf1765d,Primary Health Center Galadimawa,,Functional,Unknown,Primary,Others,KD0302,,,Unknown,,,,Galadimawa,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f9b,POINT (7.26765600023208 11.097889999696065),POINT,11.097889999696065,7.26765600023208,d6cc1147-7b92-4a66-b70f-836b492a9f0b,Sada Health Clinic,,Functional,Unknown,Primary,Public,KD0302,,,Unknown,,,,Galadimawa,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f9a,POINT (7.284952999984569 11.021554999830016),POINT,11.021554999830016,7.284952999984569,4a08bf90-18ff-49a4-ae92-9d42a1eae44d,Madugu Sarki Health Post,,Functional,Unknown,Others,Public,KD0302,,,Unknown,,,,Galadimawa,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f99,POINT (7.285533000378621 11.136856000171633),POINT,11.136856000171633,7.285533000378621,9d5ef8a7-e46f-4f44-8e45-d540a2fc1514,Rafin Sarki Health Post,,Functional,Yes,Primary,Public,KD0302,,,Unknown,,,,Galadimawa,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f98,POINT (7.33419 11.05642),POINT,11.05642,7.33419,cfec3132-a601-425f-9f51-7fc3c4cd6a88,Galadimawa Primary Health Center,,Functional,Yes,Primary,State Primary HealthCare Development Agency,KD0302,,,Unknown,,,,Galadimawa,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f97,POINT (7.384639107906759 11.337908532963636),POINT,11.337908532963636,7.384639107906759,0970d971-da48-4b62-b7a5-2c335dfc0037,Gangara Primary Health Center,Public Health Clinic Gangara,Unknown,Yes,Primary,State Primary HealthCare Development Agency,KD0303,,,Unknown,,,,Gangara,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f96,POINT (7.427490234000061 11.352478027000075),POINT,11.352478027000075,7.427490234000061,53633a1f-0472-4ce3-9113-35731f1c52e5,Makaurata Health Clinic,Health Clinic Makaurata,Unknown,Unknown,Primary,State Ministry Of Health,KD0303,,,Unknown,,,,Gangara,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f95,POINT (7.4775769998635155 11.36497700016912),POINT,11.36497700016912,7.4775769998635155,4c3848c3-6905-4364-8592-003ca21d9b70,Dundubus Health Clinic,,Functional,Yes,Primary,Public,KD0303,,,Unknown,,,,Gangara,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f94,POINT (7.497841999632612 11.346478999600606),POINT,11.346478999600606,7.497841999632612,6c486881-bb8f-4a82-80a7-ff48d59a349d,Bomawa Health Center,,Functional,Yes,Primary,Public,KD0303,,,Unknown,,,,Gangara,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f93,POINT (7.468194000488211 11.316915999513924),POINT,11.316915999513924,7.468194000488211,e328a80c-5f48-4e7b-a283-af512cc39f97,Madara Health Clinic,,Functional,Yes,Primary,Public,KD0303,,,Unknown,,,,Gangara,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f92,POINT (7.380603999974937 11.306663999548164),POINT,11.306663999548164,7.380603999974937,18304bc3-7106-48e6-b470-a2dbeb5670ef,Tsabtawa Primary Health Clinic,,Functional,Yes,Primary,Public,KD0303,,,Unknown,,,,Gangara,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f91,POINT (7.468855999938 11.25492300039258),POINT,11.25492300039258,7.468855999938,093fa6ee-7567-4176-8c9c-b299e95e2318,Giwa Dispensary,,Unknown,Unknown,Primary,Public,KD0304,,,Unknown,,,,Giwa,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f90,POINT (7.4233046967153555 11.31887504099045),POINT,11.31887504099045,7.4233046967153555,997478f3-ce4d-41ab-90be-00eff5912cf4,Health Clinic Janbaba,,Functional,Unknown,Primary,Others,KD0304,,,Unknown,,,,Giwa,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f8f,POINT (7.44767919535851 11.318664937781522),POINT,11.318664937781522,7.44767919535851,75bf1155-626c-4051-8949-4ff7cd3c0bf8,Muje Dawa Health Clinic,,Unknown,Yes,Primary,State Primary HealthCare Development Agency,KD0304,,,Unknown,,,,Giwa,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f8e,POINT (7.435701000410745 11.340149000299675),POINT,11.340149000299675,7.435701000410745,14ab923b-0c48-4e06-a1ca-91b3be570b81,Wardanga Health Clinic,,Functional,Yes,Primary,Public,KD0304,,,Unknown,,,,Giwa,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f8d,POINT (7.465510000000001 11.25223),POINT,11.25223,7.465510000000001,3db4f75e-2ff7-4c93-b5a6-ddac8ad37c94,Vital Registration Department Office Giwa,,Unknown,Unknown,Unknown,Unknown,KD0304,,,Unknown,,,,Giwa,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f8c,POINT (7.466893555233255 11.253141068020513),POINT,11.253141068020513,7.466893555233255,542308ed-7c47-4197-91a1-1137ab49144b,Giwa Primary Health Center,Halima Memorial Clinic Giwa Layin Tanki Primary Health Center,Unknown,Unknown,Primary,State Primary HealthCare Development Agency,KD0304,,,Unknown,,,,Giwa,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f8b,POINT (7.417749000213178 11.277323999613031),POINT,11.277323999613031,7.417749000213178,d8ee536b-5841-4539-8255-0639d96ecae7,Mujedawa Health Clinic,,Functional,Yes,Primary,Public,KD0304,,,Unknown,,,,Giwa,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f8a,POINT (7.450050000160218 11.315570999600084),POINT,11.315570999600084,7.450050000160218,407f9bd7-c94b-4f9d-9153-d968139f3d5e,Giwa Model Primary Health Center,,Functional,Yes,Primary,Public,KD0304,,1,Yes,2018-02-06,,,Giwa,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f89,POINT (7.297354000410451 11.163065999980063),POINT,11.163065999980063,7.297354000410451,189a65ac-56d7-494c-8718-663ab0cdc913,Kofar Fada Primary Health Care,,Functional,Unknown,Primary,Public,KD0305,,,Unknown,,,,Idasu,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f88,POINT (7.203822999860563 11.146446999688237),POINT,11.146446999688237,7.203822999860563,ec1ba178-0b35-41c8-8eb6-e509bfa9b490,Jigo Gari Health Post,,Functional,Unknown,Primary,Public,KD0305,,,Unknown,,,,Idasu,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f87,POINT (7.298600000257068 11.219307000193226),POINT,11.219307000193226,7.298600000257068,270afbcb-0127-491b-b69e-48fd1e3e5706,Dako Masallaci Health Post,,Functional,Unknown,Primary,Public,KD0305,,,Unknown,,,,Idasu,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f86,POINT (7.239645000199914 11.250981999714895),POINT,11.250981999714895,7.239645000199914,208b0a8e-7635-4c42-a017-301b0f3235f5,Kaya Primary Health Care,,Functional,Yes,Primary,Public,KD0305,,1,Yes,2018-02-06,,,Idasu,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f85,POINT (7.201336000170727 11.16367600039456),POINT,11.16367600039456,7.201336000170727,368ee9c0-3a6f-46f1-92e2-aa5ed2826d10,Yalwan Nuhu South Health Post,,Functional,Yes,Primary,Public,KD0305,,,Unknown,,,,Idasu,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f84,POINT (7.189393000056043 11.113896999572034),POINT,11.113896999572034,7.189393000056043,33fb21a7-f582-4960-9b2d-54a3283bfdb8,Nassarawa Mugaba Health Post,,Functional,Unknown,Primary,Public,KD0305,,,Unknown,,,,Idasu,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f83,POINT (7.228359999532302 11.180423999774007),POINT,11.180423999774007,7.228359999532302,3ae1bac1-ec28-4614-bd3f-be78f55ca4b9,Idasu Health Post,,Functional,Yes,Primary,Public,KD0305,,,Unknown,,,,Idasu,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f82,POINT (7.194275 11.1001),POINT,11.1001,7.194275,24538360-9746-4e71-a402-7d271c58f872,Doka Primary Health Clinic Doka,,Unknown,Unknown,Primary,State Primary HealthCare Development Agency,KD0305,,,Unknown,,,,Idasu,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f81,POINT (7.26429599994907 11.175345000323091),POINT,11.175345000323091,7.26429599994907,80f9cb7f-6d7b-42e4-81ab-9f7592b186d6,Ruheya Health Post,,Functional,Yes,Primary,Public,KD0305,,,Unknown,,,,Idasu,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f80,POINT (7.453547999536909 11.17937700006263),POINT,11.17937700006263,7.453547999536909,4d2c6637-0e50-4139-b5af-84f3f3888653,Turawa Primary Health Center,,Unknown,Unknown,Primary,Public,KD0306,,2,Yes,,,,Kakangi,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f7f,POINT (7.4741179995132825 11.203136000205745),POINT,11.203136000205745,7.4741179995132825,836ef752-bd77-44ea-ac6f-2eca6000ea8a,Barin Malamai Health Post,,Functional,Yes,Primary,Public,KD0306,,,Unknown,,,,Kakangi,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f7e,POINT (7.471252999566673 11.152676999921255),POINT,11.152676999921255,7.471252999566673,673ba66c-30dc-4593-a0d0-4564319b6214,Kuramaka Health Clinic,,Functional,Yes,Primary,Public,KD0306,,,Unknown,,,,Kakangi,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f7d,POINT (7.477733999970212 11.249213999513586),POINT,11.249213999513586,7.477733999970212,5d429807-8f2a-44d5-a591-21a0015a4109,Giwa General Hospital,,Functional,Yes,Primary,Public,KD0306,,2,Yes,2018-02-06,,,Kakangi,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f7c,POINT (7.409228000423582 11.23024399962435),POINT,11.23024399962435,7.409228000423582,29b17722-8180-44b3-94c7-2e17a2a96b5c,Dokan Dan Magaji Health Post,,Functional,Yes,Primary,Public,KD0306,,,Unknown,,,,Kakangi,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f7b,POINT (7.457147999982965 11.243457999602697),POINT,11.243457999602697,7.457147999982965,88cb0d1f-8b93-49f2-b444-5a0ae9b59eca,Sabon Birni Health Post,,Functional,Unknown,Primary,Public,KD0306,,,Unknown,,,,Kakangi,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f7a,POINT (7.143538999900386 10.964568000110035),POINT,10.964568000110035,7.143538999900386,6538f193-1993-4015-a867-fd9c3a5d46ae,Sabon Fili Primary Health Care,,Functional,Yes,Primary,Public,KD0307,,,Unknown,,,,Kidandan,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f79,POINT (7.394366000325533 11.059855999853767),POINT,11.059855999853767,7.394366000325533,adefb18b-bb39-44b0-975e-47b3472b1c01,Iyatawa Nursing And Convalacent Home,,Unknown,Unknown,Primary,Public,KD0307,,,Unknown,,,,Kidandan,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f78,POINT (7.1643900000676695 10.887521999760907),POINT,10.887521999760907,7.1643900000676695,48eaf026-2bf6-46d0-b771-037716ad8a47,Maidaro Health Clinic,,Functional,Yes,Primary,Public,KD0307,,,Unknown,,,,Kidandan,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f77,POINT (6.99932 10.81683),POINT,10.81683,6.99932,de26ce75-3221-4dc5-a7a4-9a8c8b4cabc7,Layin Hassan Health Center,,Unknown,Unknown,Primary,State Primary HealthCare Development Agency,KD0307,,,Unknown,,,,Kidandan,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f76,POINT (7.192481000154203 11.054319000091596),POINT,11.054319000091596,7.192481000154203,b4c4d143-6c04-48a7-b670-e762f657fa1d,Kidanda Primary Health Care,,Functional,Yes,Primary,Public,KD0307,,3,Yes,,,,Kidandan,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f75,POINT (7.26748200011383 11.010194000110744),POINT,11.010194000110744,7.26748200011383,83b85bb4-4d28-4613-9a3f-dd6014037ed5,Toroko Health Post,,Functional,Unknown,Primary,Public,KD0307,,,Unknown,,,,Kidandan,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f74,POINT (7.395599000163315 11.059385999534413),POINT,11.059385999534413,7.395599000163315,75a79a5b-bb79-416b-b0b2-bd7d4c83c800,Rahama Sauki Chemist Iyatawa,,Unknown,Yes,Tertiary,Private,KD0307,,,Unknown,,,,Kidandan,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f73,POINT (7.232903999619737 11.070300999950632),POINT,11.070300999950632,7.232903999619737,1f36a8d7-83b1-4291-812b-d85a995de829,Sabon Sara Health Center,,Functional,Yes,Primary,Public,KD0307,,,Unknown,,,,Kidandan,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f72,POINT (7.586674999990464 11.160337000125878),POINT,11.160337000125878,7.586674999990464,42b42782-3d85-4ff5-be7d-b5651fdf5f82,Biye Health Clinic,,Functional,Yes,Primary,Public,KD0308,,,Unknown,,,,Panhauya,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f71,POINT (7.547302246000072 11.127685547000056),POINT,11.127685547000056,7.547302246000072,58cd7757-4180-4f94-bf2d-7c4ef9cb8cd5,Rafin Gora Health Clinic,Health Clinic Rafin Gora,Unknown,Unknown,Primary,State Ministry Of Health,KD0308,,,Unknown,,,,Panhauya,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f70,POINT (7.568043000330931 11.145677000165051),POINT,11.145677000165051,7.568043000330931,1c60ab67-1a2e-48d8-bed4-123f5a768894,Bijimi Health Clinic,,Functional,Yes,Primary,Public,KD0308,,,Unknown,,,,Panhauya,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f6f,POINT (7.622842999564909 11.120832000284054),POINT,11.120832000284054,7.622842999564909,c189b337-bf3b-48a5-bd58-dc2dae7dd1b1,Panhauya Primary Health Center,,Functional,Yes,Primary,Public,KD0308,,1,Yes,2018-02-06,,,Panhauya,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f6e,POINT (7.499703999897747 11.159346000452501),POINT,11.159346000452501,7.499703999897747,b645e2e4-6374-4ffa-8c7c-b52f966e9086,Tawatsu Health Post,,Functional,Yes,Primary,Public,KD0309,,,Unknown,,,,Shika,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f6d,POINT (7.560129999999999 11.196280000000002),POINT,11.196280000000002,7.560129999999999,fbf55ce0-50e9-4eb5-8272-f2475d558d88,Nasarawa Katsinawa Hospital,,Unknown,Unknown,Unknown,Unknown,KD0309,,,Unknown,,,,Shika,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f6c,POINT (7.568843999875128 11.196634999788614),POINT,11.196634999788614,7.568843999875128,d8379fa0-ee62-448b-93e8-b62ae82421c5,Shika Primary Health Care,,Functional,Yes,Primary,Public,KD0309,,,Unknown,,,,Shika,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f6b,POINT (7.56329 11.20173),POINT,11.20173,7.56329,39d8267a-accc-496f-8e22-156c7fac3ad1,Shika Maternity And Nursing Home,,Unknown,Yes,Others,Private,KD0309,,,Unknown,,,,Shika,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f6a,POINT (7.539124999682485 11.193104000389496),POINT,11.193104000389496,7.539124999682485,932ef422-16fb-4c7e-9d08-8bb7812bba68,Shika Health Post,,Functional,Yes,Primary,Public,KD0309,,,Unknown,,,,Shika,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f69,POINT (7.5393999998693175 11.217039999652854),POINT,11.217039999652854,7.5393999998693175,13294738-8b07-46a3-b96b-3f0fdc502cab,Maraban Guga Health Clinic,,Functional,Yes,Primary,Public,KD0309,,,Unknown,,,,Shika,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f68,POINT (7.606046000152162 11.17547300041008),POINT,11.17547300041008,7.606046000152162,3c7858ee-5e84-4176-96d4-1ecdad1958af,Ahmadu Bello University Teaching Hospital Shika,,Functional,Yes,Primary,Public,KD0309,,,Unknown,,,,Shika,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f67,POINT (7.559216000333379 11.096825999973134),POINT,11.096825999973134,7.559216000333379,327d86f7-8709-437a-866b-d478b6281fcf,Kundun Health Clinic,,Functional,Yes,Primary,Public,KD0310,,,Unknown,,,,Wazata,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f66,POINT (7.511473999894918 11.132027999891193),POINT,11.132027999891193,7.511473999894918,867fd6c6-e57a-4ebf-ae64-70389299f3c4,Danza Health Clinic,,Functional,Yes,Primary,Public,KD0310,,,Unknown,,,,Wazata,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f65,POINT (7.474113610932928 11.04900299343009),POINT,11.04900299343009,7.474113610932928,7b2686a1-6a8c-418a-8ed2-d66ae257d0d6,Murai Health Clinic,Health Clinic Murai,Unknown,Unknown,Primary,State Ministry Of Health,KD0310,,,Unknown,,,,Wazata,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f64,POINT (7.50387299973039 11.094148000153552),POINT,11.094148000153552,7.50387299973039,36c6efb6-7e9f-458b-93fb-4e86ed49bebb,Karau Karau Health Clinic,,Functional,Yes,Primary,Public,KD0310,,1,Yes,2018-02-06,,,Wazata,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f63,POINT (7.452267999667242 11.022322000351153),POINT,11.022322000351153,7.452267999667242,46fe6509-dfa2-47c8-9b52-65fe97855cfa,Kadage Health Clinic,,Functional,Yes,Primary,Public,KD0310,,,Unknown,,,,Wazata,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f62,POINT (7.551739999999999 11.12321),POINT,11.12321,7.551739999999999,5f17d675-2dac-48b8-85ad-7c8a4f82e001,Hayin Soda Primary Healthcare,,Unknown,Unknown,Unknown,Unknown,KD0310,,,Unknown,,,,Wazata,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f61,POINT (7.4922019998005 11.01106199970053),POINT,11.01106199970053,7.4922019998005,728506d3-444e-4e7d-975a-dcbd0a9980d4,Wazata Primary Health Care,,Functional,Yes,Primary,Public,KD0310,,,Unknown,,,,Wazata,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f60,POINT (7.591677000389097 11.099037000475391),POINT,11.099037000475391,7.591677000389097,48785612-f3a6-420f-9d36-81feaf014409,Rafin Yashi Health Center,,Functional,Yes,Primary,Public,KD0310,,,Unknown,,,,Wazata,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f5f,POINT (7.375224000319463 11.2041329998832),POINT,11.2041329998832,7.375224000319463,dc821418-07bd-49d3-9ae5-a1e8f980c7cd,Unguwar Gaga Health Clinic,,Functional,Yes,Primary,Public,KD0311,,,Unknown,,,,Yakawada,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f5e,POINT (7.393850999975655 11.264547999932347),POINT,11.264547999932347,7.393850999975655,a54d9dd6-2237-4119-ab47-14433d260363,Yakawada Comprehensive Health Center,,Functional,Yes,Primary,Public,KD0311,,1,Yes,,,,Yakawada,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f5d,POINT (7.378049999999999 11.13069),POINT,11.13069,7.378049999999999,468a4d04-2d99-42bb-8311-73e6036c67df,Anguwan B Primary Healthcare,,Unknown,Unknown,Unknown,Unknown,KD0311,,,Unknown,,,,Yakawada,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f5c,POINT (7.393633999828182 11.270462999951292),POINT,11.270462999951292,7.393633999828182,7aa59b87-e351-4af0-950b-ab2eab7b43fc,Yakawada Health Post,,Functional,Yes,Primary,Public,KD0311,,,Yes,2018-02-06,,,Yakawada,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f5b,POINT (7.34678 11.20362),POINT,11.20362,7.34678,9bb952ee-daa7-43ce-89db-51a6428fa956,Anguwan Tsaunin Mayau Primary Health Center,,Unknown,Unknown,Unknown,Unknown,KD0311,,,Unknown,,,,Yakawada,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f5a,POINT (7.327317999769605 11.21585399984707),POINT,11.21585399984707,7.327317999769605,72e4a948-bda3-48bc-b14a-bcc5424c0532,Tashan Sharri Health Post,,Functional,Yes,Primary,Public,KD0311,,,Unknown,,,,Yakawada,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f59,POINT (7.331228000426222 11.249508999714067),POINT,11.249508999714067,7.331228000426222,2cc2d007-b5a5-4663-9afc-47ecadaddb16,Gadagau Primary Health Clinic,,Functional,Yes,Primary,Public,KD0311,,,Unknown,,,,Yakawada,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f58,POINT (7.418793999923253 11.202435999730142),POINT,11.202435999730142,7.418793999923253,8b7c6d8c-5c92-4881-a8ff-a469b0e595a8,Dokan Waziri A Health Post,,Functional,Yes,Primary,Public,KD0311,,,Unknown,,,,Yakawada,19003,Giwa,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f57,POINT (7.400772999678793 10.586083999947903),POINT,10.586083999947903,7.400772999678793,bfd550c1-e230-4636-8bce-0c3ff83982ea,Damu Clinic,,Unknown,Unknown,Primary,Public,KD0401,,,Unknown,,,,Afaka,19004,Igabi,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f56,POINT (7.405127999637841 10.592922999594691),POINT,10.592922999594691,7.405127999637841,22885f07-cd49-4e1a-92e2-3d5101f66fef,Accor Clinic,,Unknown,Unknown,Primary,Public,KD0401,,,Unknown,,,,Afaka,19004,Igabi,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f55,POINT (7.293592999855036 10.704476000389718),POINT,10.704476000389718,7.293592999855036,232b7d05-3e6d-4ddf-9e5f-39eefb60f988,Ifira Primary Health Center,,Functional,Yes,Primary,Public,KD0401,,,Unknown,,,,Afaka,19004,Igabi,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f54,POINT (7.384756999796707 10.667758000441552),POINT,10.667758000441552,7.384756999796707,f11a57f0-79d3-4034-928c-d050cdaf8dbe,Afaka Primary Health Center,,Functional,Yes,Primary,Public,KD0401,,1,Yes,2018-02-06,,,Afaka,19004,Igabi,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f53,POINT (7.401105999905042 10.594672999783768),POINT,10.594672999783768,7.401105999905042,6829a534-bda9-4ddf-aa6f-e02f150b24b0,Rahman Hospital,,Unknown,Unknown,Primary,Public,KD0401,,,Unknown,,,,Afaka,19004,Igabi,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f52,POINT (7.403738999694042 10.589286000123536),POINT,10.589286000123536,7.403738999694042,fab389b1-4be8-48d1-88f2-7dc5b09d70da,Maimuna Clinic Maternity,,Unknown,Unknown,Primary,Public,KD0401,,,Unknown,,,,Afaka,19004,Igabi,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f51,POINT (7.406973999892102 10.591967999945837),POINT,10.591967999945837,7.406973999892102,f4a2b0bb-3884-4ebf-b54c-7807c53c909f,Annul Medical Center,,Unknown,Unknown,Primary,Public,KD0401,,,Unknown,,,,Afaka,19004,Igabi,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f50,POINT (7.40569200002102 10.594317999542568),POINT,10.594317999542568,7.40569200002102,ce2fb717-ca0d-43a0-ab77-990ffa95a6ef,Mando Primary Health Center,,Functional,Yes,Primary,Public,KD0401,,1,Yes,2018-02-06,,,Afaka,19004,Igabi,KD,Kaduna
sv_fc_poi_health_facilities.fid--71209ea8_166ee56fbef_-5f4f,POINT (7.399986000144054 10.593729000142332),POINT,10.593729000142332,7.399986000144054,2b7de336-3609-45e4-aa1a-9c9e70d317bb,Bethel Clinic And Maternity,,Unknown,Unknown,Primary,Public,KD0401,,,Unknown,,,,Afaka,19004,Igabi,KD,Kaduna
